elec,office,county,dist,jID,n_dr,open,row_id_R,row_id_D,cand_R,cand_D,incumbency_R,incumbency_D,hits_R,hits_D,money_R,money_D,Rmoneyadv,Rnewsadv
2010-11-02,CCD,Anderson,5,2010-11-02_CCD_Anderson_5,2,0,28,26,Tommy Dunn,Mike Vandiver,1,0,324,27,2150,3840,-0.5797998990781741,2.4516206721545335
2010-11-02,USH,,6,2010-11-02_USHOU_6,2,0,29,30,Jim Pratt,James E Jim Clyburn,0,1,154,1912,39301.46,395543.49,-2.3089761590634055,-2.513002852521006
2010-11-02,JPR,Barnwell,,2010-11-02_JPRB_Barnwell,2,1,32,31,Myrna Still Dill,Cynthia C Ray,0,0,1,2,10156.15,3060.6899999999996,1.1992108398971837,-0.4054651081081645
2010-11-02,HOU,,102,2010-11-02_HOU_102,2,0,33,34,Joseph J Caplinger,Joe H Jefferson,0,1,15,32,1018.46,20333,-2.993021286509384,-0.7239188392266991
2010-11-02,USH,,1,2010-11-02_USHOU_1,2,1,36,35,Tim Scott,Ben Frasier,0,0,716,177,620065.06,28578.06,3.0771517389224883,1.393292290307535
2010-11-02,HOU,,93,2010-11-02_HOU_93,2,0,38,37,Charles H Stoudemire,Harry L Ott,0,1,14,410,3607.55,34524.1,-2.2583805661358873,-3.310543013394024
2010-11-02,CCD,Calhoun,4,2010-11-02_CCD_Calhoun_4,2,1,40,39,Michael N Drake,Cecil M Thornton,0,0,42,11,480.24,1300,-0.9945223723471814,1.276293465905562
2010-11-02,HOU,,108,2010-11-02_HOU_108,2,0,42,41,Kevin Ryan,Vida Miller,0,1,145,337,18510,57749.1,-1.137759931024588,-0.8394392737746825
2010-11-02,HOU,,116,2010-11-02_HOU_116,2,0,46,43,Sean Pike,Robert L Brown,0,1,25,379,7597.97,8775,-0.1440080111809543,-2.6820747146989494
2010-11-02,CCD,Charleston,8,2010-11-02_CCD_Charleston_8,2,1,45,44,Thomas Legare,Anna B Johnson,0,0,67,58,23860.35,22065.5,0.07819937374323338,0.14197026127038725
2010-11-02,HOU,,119,2010-11-02_HOU_119,2,0,47,49,Lee Edwards,Leon Stavrinakis,0,1,106,130,15970,134122.3,-2.1279849484526547,-0.2023684887392454
2010-11-02,CCD,Charleston,9,2010-11-02_CCD_Charleston_9,2,1,48,50,Joe Qualey,Amy Fabri,0,0,106,38,6350,20959.99,-1.1940508103409968,1.0092671883322595
2010-11-02,HOU,,115,2010-11-02_HOU_115,2,0,51,52,Peter McCoy,Anne Peterson Hutto,0,1,45,127,94886.23,71669.1,0.2806154885751386,-1.0233888674305218
2010-11-02,USH,,5,2010-11-02_USHOU_5,2,0,53,54,Mick Mulvaney,John Spratt,0,1,1130,2247,1014407.54,427776.04,0.8634588771484424,-0.6869387348974607
2010-11-02,CCD,Cherokee,2,2010-11-02_CCD_Cherokee_2,2,1,55,56,Mike Fowlkes,Jonathan Blanton,0,0,38,12,3550,2711.92,0.26920370837097085,1.0986122886681096
2010-11-02,HOU,,120,2010-11-02_HOU_120,2,0,60,57,Dan Lawrence,Bill Bowers,0,1,6,56,,13074.1,,-2.097141118779237
2010-11-02,JPR,Colleton,,2010-11-02_JPRB_Colleton,2,1,58,59,W Wesley Jones,Ashley H Amundson,0,0,2,4,4379.999999999999,17387.27,-1.3785188321245379,-0.5108256237659905
2010-11-02,CCD,Darlington,4,2010-11-02_CCD_Darlington_4,2,1,61,62,Martin Driggers,Bobby Hudson,0,0,12,18,8200,182.9000000000001,3.7976192454261364,-0.3794896217049035
